latency,new_obj,coords,num_nodes_removed,llm_mode,global_solution_version,process_name
871.33,563457,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563457.0,SubTSP‑563457
892.24,563457,"[(1000, 5000, 10000, 15000)]",409.0,fast_thinking,563457.0,SubTSP‑563457
929.32,563457,"[(1000, 5000, 10000, 15000)]",409.0,fast_thinking,563457.0,SubTSP‑563457
1046.58,563457,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,563457.0,SubTSP‑563457
1125.1,563457,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,563457.0,SubTSP‑563457
1144.62,563457,"[(1000, 5000, 1000, 5000)]",84.0,reasoning,563457.0,SubTSP‑563457
1169.94,563457,"[(1000, 5000, 10000, 15000)]",409.0,fast_thinking,563457.0,SubTSP‑563457
1464.83,563457,"[(1000, 5000, 1000, 5000)]",84.0,reasoning,563457.0,SubTSP‑563457
1520.96,563457,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563457.0,SubTSP‑563457
1552.32,563457,"[(1000, 5000, 5000, 10000)]",372.0,reasoning,563457.0,SubTSP‑563457
1712.15,563457,"[(7200, 10800, 6400, 8800)]",369.0,fast_thinking,563457.0,SubTSP‑563457
1775.36,563248,"[(6000, 8800, 6000, 8800)]",327.0,reasoning,563457.0,SubTSP‑563457
1812.75,563248,"[(1000, 5000, 5000, 10000)]",372.0,reasoning,563457.0,SubTSP‑563248
1836.43,563248,"[(1000, 5000, 3000, 7000)]",161.0,fast_thinking,563248.0,SubTSP‑563248
1859.31,563248,"[(1000, 5000, 1000, 5000)]",84.0,reasoning,563248.0,SubTSP‑563248
1907.89,563248,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑563248
1940.42,563248,"[(1000, 5000, 1000, 5000)]",84.0,reasoning,563248.0,SubTSP‑563248
2031.81,563248,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑563248
2102.86,563248,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,563248.0,SubTSP‑563248
2152.15,563248,"[(1000, 5000, 10000, 15000)]",409.0,fast_thinking,563248.0,SubTSP‑563248
2190.32,563248,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,563248.0,SubTSP‑563248
2212.09,563248,"[(4200, 8400, 4200, 7200)]",429.0,reasoning,563248.0,SubTSP‑563248
2291.8,563248,"[(1000, 5000, 10000, 15000)]",409.0,fast_thinking,563248.0,SubTSP‑563248
2317.05,563248,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑563248
2356.53,563248,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑563248
2394.4,563248,"[(1000, 5000, 1000, 5000)]",84.0,reasoning,563248.0,SubTSP‑563248
2418.17,563248,"[(5000, 9000, 4500, 7500)]",498.0,fast_thinking,563248.0,SubTSP‑563248
2453.88,563248,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑563248
2496.58,563248,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑563248
2557.08,563248,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,563248.0,SubTSP‑563248
2677.71,563248,"[(2000, 4000, 6000, 8000)]",30.0,reasoning,563248.0,SubTSP‑563248
2708.24,563248,"[(1000, 5000, 10000, 15000)]",409.0,fast_thinking,563248.0,SubTSP‑563248
2727.6,563248,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑563248
2811.39,563248,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑563248
2838.44,563248,"[(1000, 5000, 10000, 15000)]",409.0,fast_thinking,563248.0,SubTSP‑563248
2906.3,563248,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑563248
2951.96,563248,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑563248
2974.09,563248,"[(1000, 5000, 10000, 15000)]",409.0,fast_thinking,563248.0,SubTSP‑563248
3011.69,563248,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,563248.0,SubTSP‑563248
3042.69,563248,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑563248
3063.84,563248,"[(1000, 5000, 10000, 15000)]",409.0,fast_thinking,563248.0,SubTSP‑563248
3102.02,563248,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,563248.0,SubTSP‑563248
3131.34,563248,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑563248
3218.43,563248,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑563248
3261.17,563248,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑563248
3340.58,563248,"[(1000, 5000, 1000, 5000)]",84.0,reasoning,563248.0,SubTSP‑563248
3382.13,563248,"[(1000, 5000, 6000, 10000)]",357.0,reasoning,563248.0,SubTSP‑563248
3402.46,563248,"[(1000, 5000, 4000, 10000)]",456.0,fast_thinking,563248.0,SubTSP‑563248
3463.69,563248,"[(1000, 5000, 1000, 5000)]",84.0,reasoning,563248.0,SubTSP‑563248
3483.16,563248,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,563248.0,SubTSP‑563248
3530.15,563248,"[(1000, 5000, 10000, 15000)]",409.0,fast_thinking,563248.0,SubTSP‑563248
3546.85,563248,"[(1000, 5000, 1000, 5000)]",84.0,reasoning,563248.0,SubTSP‑563248
3691.71,563248,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,563248.0,SubTSP‑563248
3710.89,563248,"[(1000, 5000, 1000, 5000)]",84.0,reasoning,563248.0,SubTSP‑563248
3729.53,563248,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,563248.0,SubTSP‑563248
3753.81,563248,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑563248
3792.24,563248,"[(1000, 5000, 1000, 5000)]",84.0,reasoning,563248.0,SubTSP‑563248
3811.66,563248,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,563248.0,SubTSP‑563248
3893.81,563248,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,563248.0,SubTSP‑563248
3938.91,563248,"[(1000, 5000, 10000, 15000)]",409.0,fast_thinking,563248.0,SubTSP‑563248
4015.29,563248,"[(1000, 5000, 10000, 15000)]",409.0,fast_thinking,563248.0,SubTSP‑563248
4191.55,563248,"[(1000, 5000, 1000, 5000)]",84.0,reasoning,563248.0,SubTSP‑563248
4338.06,563248,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,563248.0,SubTSP‑563248
4357.1,563248,"[(1000, 5000, 1000, 5000)]",84.0,reasoning,563248.0,SubTSP‑563248
4388.54,563248,"[(1000, 5000, 10000, 15000)]",409.0,fast_thinking,563248.0,SubTSP‑563248
4461.6,563248,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,563248.0,SubTSP‑563248
4543.08,563248,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,563248.0,SubTSP‑563248
4623.83,563248,"[(6000, 9600, 4800, 7600)]",416.0,fast_thinking,563248.0,SubTSP‑563248
4649.24,562410,"[(12000, 14760, 10000, 14840)]",480.0,reasoning,563248.0,SubTSP‑563248
4692.41,562410,"[(1000, 5000, 10000, 15000)]",409.0,reasoning,563248.0,SubTSP‑562410
4726.52,562410,"[(1000, 5000, 5000, 10000)]",372.0,reasoning,562410.0,SubTSP‑562410
4750.66,562410,"[(1000, 5000, 10000, 15000)]",409.0,fast_thinking,562410.0,SubTSP‑562410
4788.44,562410,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,562410.0,SubTSP‑562410
4914.91,562410,"[(1000, 5000, 1000, 5000)]",84.0,fast_thinking,562410.0,SubTSP‑562410
4963.32,562410,"[(1000, 5000, 10000, 15000)]",409.0,fast_thinking,562410.0,SubTSP‑562410
