latency,new_obj,coords,num_nodes_removed,llm_mode,global_solution_version,process_name
289.69,80700,"[(2650, 4782, 1320, 2820), (0, 1300, 1320, 2820)]",704.0,fast_thinking,80700.0,SubTSP‑80700
321.25,80700,"[(1300, 2650, 0, 1320), (2650, 4782, 2820, 3589)]",334.0,fast_thinking,80700.0,SubTSP‑80700
361.44,80700,"[(1350, 2565, 1350, 1550), (0, 1300, 0, 1320)]",162.0,fast_thinking,80700.0,SubTSP‑80700
374.16,80700,"[(1300, 2020, 1320, 2820), (1436, 2650, 1320, 2820)]",750.0,reasoning,80700.0,SubTSP‑80700
387.64,80700,"[(900, 2650, 0, 1320), (1000, 2650, 1350, 1550)]",345.0,fast_thinking,80700.0,SubTSP‑80700
577.56,80631,"[(3150, 4782, 1000, 2800)]",446.0,reasoning,80704.0,SubTSP‑80700
596.88,80631,"[(2650, 4782, 0, 1550), (2650, 4782, 1550, 2820)]",641.0,fast_thinking,80700.0,SubTSP‑80631
684.05,80525,"[(0, 900, 1320, 3589), (2650, 4782, 0, 1800)]",412.0,fast_thinking,80700.0,SubTSP‑80631
684.49,80525,"[(0, 900, 1350, 2820), (2801, 3150, 900, 2500)]",170.0,reasoning,80700.0,SubTSP‑80525
684.9,80525,"[(3600, 4782, 0, 1000), (0, 725, 2000, 3589)]",25.0,fast_thinking,80631.0,SubTSP‑80525
685.35,80525,"[(1300, 2650, 2820, 3589), (2650, 4782, 0, 1000)]",263.0,reasoning,80631.0,SubTSP‑80525
689.01,80525,"[(1300, 3150, 0, 1350), (2150, 3150, 2820, 3589)]",365.0,fast_thinking,80631.0,SubTSP‑80525
703.49,80525,"[(435, 1425, 0, 1400), (2600, 3500, 1300, 2800)]",489.0,reasoning,80525.0,SubTSP‑80525
709.01,80525,"[(900, 1300, 0, 1350), (0, 1300, 0, 1350)]",191.0,fast_thinking,80525.0,SubTSP‑80525
725.38,80525,"[(3500, 4782, 1000, 2800), (435, 1300, 1400, 3589)]",485.0,fast_thinking,80525.0,SubTSP‑80525
750.07,80525,"[(1425, 2600, 1350, 2800), (0, 900, 1400, 3589)]",483.0,fast_thinking,80525.0,SubTSP‑80525
761.83,80525,"[(1300, 2600, 0, 1350), (2600, 4782, 0, 1000)]",283.0,fast_thinking,80525.0,SubTSP‑80525
779.71,80525,"[(1300, 2600, 1350, 2800), (2700, 4100, 1600, 2800)]",840.0,fast_thinking,80525.0,SubTSP‑80525
785.81,80525,"[(2600, 3500, 0, 1350), (2600, 3500, 2800, 3589)]",247.0,fast_thinking,80525.0,SubTSP‑80525
804.75,80525,"[(3600, 4782, 1000, 2800), (0, 1300, 0, 1400)]",240.0,fast_thinking,80525.0,SubTSP‑80525
811.22,80525,"[(3181, 4280, 1133, 1531), (2601, 3499, 1001, 2799)]",500.0,reasoning,80525.0,SubTSP‑80525
826.78,80525,"[(0, 1300, 1400, 3589), (3500, 4782, 0, 3589)]",560.0,fast_thinking,80525.0,SubTSP‑80525
884.07,80525,"[(2600, 3600, 1350, 2800), (3600, 4782, 0, 1000)]",397.0,fast_thinking,80525.0,SubTSP‑80525
895.1,80525,"[(1300, 2600, 0, 1350), (0, 1300, 1400, 3589)]",501.0,fast_thinking,80525.0,SubTSP‑80525
896.4,80525,"[(1300, 2600, 830, 1350), (930, 3410, 1680, 2320)]",578.0,reasoning,80525.0,SubTSP‑80525
923.22,80525,"[(1300, 2600, 1350, 2800), (0, 1300, 1400, 2800)]",667.0,fast_thinking,80525.0,SubTSP‑80525
934.98,80525,"[(1170, 2730, 2900, 3812), (2600, 3600, 0, 1000)]",229.0,reasoning,80525.0,SubTSP‑80525
968.39,80525,"[(0, 1300, 0, 1400), (3600, 4782, 1000, 3589)]",268.0,fast_thinking,80525.0,SubTSP‑80525
