latency,new_obj,coords,num_nodes_removed,llm_mode,global_solution_version,process_name
886.42,471977,"[(4373, 6093, 8751, 9200), (4882, 4989, 5665, 5920)]",341.0,reasoning,471996.0,SubTSP‑471977
910.77,471941,"[(5102, 5385, 4068, 7368)]",456.0,reasoning,471977.0,SubTSP‑471977
935.85,471941,"[(5641, 8253, 6676, 9585), (5569, 6228, 3375, 4173)]",1224.0,reasoning,471977.0,SubTSP‑471941
937.38,471920,"[(4078, 4225, 2878, 6517)]",479.0,fast_thinking,471941.0,SubTSP‑471941
941.32,471920,"[(4811, 4994, 7188, 8380), (7490, 7635, 2962, 9591)]",226.0,reasoning,471941.0,SubTSP‑471920
960.85,471916,"[(3225, 6106, 5941, 6220)]",569.0,reasoning,471920.0,SubTSP‑471920
985.43,471898,"[(4375, 5767, 9845, 9902), (6409, 7474, 4863, 8927)]",456.0,fast_thinking,471941.0,SubTSP‑471916
1006.99,471898,"[(7006, 8135, 8185, 9522), (6571, 7245, 2841, 10507)]",925.0,fast_thinking,471920.0,SubTSP‑471898
1008.67,471856,"[(6009, 7615, 9550, 10904), (5295, 6692, 4644, 5168)]",441.0,fast_thinking,471898.0,SubTSP‑471898
1027.03,471830,"[(4504, 5588, 9212, 9687)]",230.0,fast_thinking,471856.0,SubTSP‑471856
1033.82,471763,"[(5832, 6612, 8290, 10029), (5057, 7548, 9267, 9652)]",687.0,reasoning,471898.0,SubTSP‑471830
1052.47,471762,"[(5059, 5802, 10172, 10354), (6780, 7190, 3758, 8998)]",416.0,fast_thinking,471856.0,SubTSP‑471763
1066.94,471762,"[(7297, 7381, 5071, 9324), (3434, 4322, 5641, 5648)]",29.0,fast_thinking,471763.0,SubTSP‑471762
1100.65,471592,"[(3666, 4922, 2661, 4122)]",685.0,reasoning,471762.0,SubTSP‑471762
1115.34,471591,"[(5414, 6492, 9697, 10110), (6267, 7011, 4276, 6866)]",757.0,fast_thinking,471762.0,SubTSP‑471592
1131.36,471566,"[(6931, 8305, 7697, 10240), (5625, 7622, 8920, 10718)]",686.0,reasoning,471762.0,SubTSP‑471591
1166.81,471468,"[(3134, 7097, 2567, 3169)]",745.0,fast_thinking,471566.0,SubTSP‑471566
1167.12,471461,"[(3912, 5363, 9101, 9527), (8555, 8555, 3340, 6640)]",226.0,reasoning,471566.0,SubTSP‑471468
1182.44,471446,"[(5201, 7138, 6417, 8450), (5909, 7973, 7172, 8314)]",889.0,reasoning,471591.0,SubTSP‑471461
1184.59,471427,"[(3195, 4953, 9058, 9799), (4357, 8405, 10409, 10828)]",450.0,fast_thinking,471566.0,SubTSP‑471446
1196.87,471427,"[(3991, 5555, 8346, 8880), (6014, 6384, 9206, 9271)]",306.0,reasoning,471461.0,SubTSP‑471427
1235.8,471335,"[(5068, 6292, 3761, 4366), (3292, 3497, 6485, 7012)]",573.0,reasoning,471427.0,SubTSP‑471427
1253.3,471334,"[(5892, 7862, 7158, 10383), (6964, 7234, 3746, 3805)]",662.0,reasoning,471427.0,SubTSP‑471335
1257.89,471334,"[(3152, 5858, 10798, 10838), (4757, 5085, 8736, 9389)]",89.0,reasoning,471335.0,SubTSP‑471334
1266.24,471334,"[(6323, 6475, 8734, 9067), (7018, 8528, 5236, 8247)]",112.0,fast_thinking,471335.0,SubTSP‑471334
1273.8,471334,"[(7033, 7361, 5310, 10528), (6827, 7958, 6258, 8744)]",59.0,fast_thinking,471334.0,SubTSP‑471334
1287.91,471332,"[(4126, 4241, 5373, 7563)]",230.0,reasoning,471334.0,SubTSP‑471334
1295.42,471332,"[(3711, 7699, 10637, 10822), (5096, 5182, 8535, 8880)]",93.0,fast_thinking,471334.0,SubTSP‑471332
1302.17,471332,"[(3305, 4915, 9433, 10079), (4717, 5112, 8605, 8756)]",79.0,reasoning,471334.0,SubTSP‑471332
1339.08,471323,"[(5336, 8196, 8796, 9409)]",383.0,reasoning,471332.0,SubTSP‑471332
1344.56,471262,"[(6132, 7443, 9924, 10460), (2918, 3687, 5546, 5995)]",318.0,fast_thinking,471332.0,SubTSP‑471323
1344.71,471262,"[(6134, 8220, 9054, 9217), (3226, 6097, 10228, 10363)]",104.0,fast_thinking,471332.0,SubTSP‑471262
1370.32,471261,"[(5295, 5896, 8920, 10233)]",632.0,fast_thinking,471262.0,SubTSP‑471262
1404.29,471153,"[(4033, 4880, 4977, 6059)]",882.0,fast_thinking,471262.0,SubTSP‑471261
1422.61,471153,"[(6558, 8348, 3806, 5734), (5043, 6881, 9181, 10034)]",1781.0,reasoning,471262.0,SubTSP‑471153
1427.51,471144,"[(3070, 5746, 10050, 10420), (5597, 6466, 6312, 8250)]",678.0,fast_thinking,471261.0,SubTSP‑471153
1436.37,471137,"[(4964, 8106, 10225, 10530), (7187, 7853, 3691, 8610)]",597.0,fast_thinking,471261.0,SubTSP‑471144
1441.33,471137,"[(4939, 5446, 10074, 10446), (3896, 4737, 9084, 9510)]",261.0,reasoning,471153.0,SubTSP‑471137
1442.51,471137,"[(5717, 6818, 8261, 8659), (5450, 5838, 6049, 7163)]",222.0,fast_thinking,471153.0,SubTSP‑471137
1457.54,471137,"[(7510, 8490, 4896, 8002), (4773, 6190, 6231, 6248)]",27.0,reasoning,471137.0,SubTSP‑471137
1468.75,471137,"[(3078, 3479, 8733, 10822)]",1.0,fast_thinking,471137.0,SubTSP‑471137
1474.27,471137,"[(4018, 7658, 6848, 7675), (7582, 7951, 3932, 8668)]",801.0,reasoning,471137.0,SubTSP‑471137
1482.82,471137,"[(6722, 8058, 7703, 8825), (6196, 8416, 5429, 10219)]",385.0,fast_thinking,471137.0,SubTSP‑471137
1488.76,471137,"[(4182, 4649, 9398, 9967), (6464, 6586, 3173, 7113)]",182.0,reasoning,471137.0,SubTSP‑471137
1491.68,471133,"[(4461, 4938, 6420, 9692)]",583.0,fast_thinking,471137.0,SubTSP‑471137
1510.96,471067,"[(5241, 7655, 4912, 6097)]",936.0,reasoning,471137.0,SubTSP‑471133
1519.88,471028,"[(6067, 7887, 7608, 8253), (4594, 6322, 5343, 6705)]",981.0,reasoning,471137.0,SubTSP‑471067
1541.18,471023,"[(7479, 8219, 4533, 7566), (3750, 6590, 6487, 7003)]",558.0,reasoning,471067.0,SubTSP‑471028
1546.09,471023,"[(5334, 7625, 7272, 7701), (3950, 4733, 6123, 7224)]",650.0,reasoning,471028.0,SubTSP‑471023
1568.66,471023,"[(5875, 6036, 4786, 8156), (4225, 7701, 7591, 7831)]",458.0,reasoning,471023.0,SubTSP‑471023
1580.64,470976,"[(4860, 5271, 3759, 7330)]",780.0,fast_thinking,471023.0,SubTSP‑471023
1600.82,470976,"[(4225, 7528, 6331, 7410), (7657, 8301, 5791, 8117)]",709.0,reasoning,471023.0,SubTSP‑470976
1619.98,470929,"[(3079, 3788, 7856, 9250), (3193, 5474, 6362, 7017)]",956.0,fast_thinking,471023.0,SubTSP‑470976
1623.89,470920,"[(4345, 4798, 7276, 9232), (6556, 7479, 7082, 10462)]",335.0,reasoning,470976.0,SubTSP‑470929
1643.07,470834,"[(5367, 5970, 2850, 3892)]",367.0,fast_thinking,470920.0,SubTSP‑470920
1652.53,470834,"[(3629, 3677, 6116, 7107), (5122, 5834, 8509, 9327)]",317.0,reasoning,470920.0,SubTSP‑470834
1670.72,470822,"[(5908, 6603, 4304, 6807)]",472.0,reasoning,470834.0,SubTSP‑470834
1686.36,470784,"[(7259, 7447, 4380, 8901), (3421, 3684, 3640, 10330)]",928.0,fast_thinking,470834.0,SubTSP‑470822
1711.39,470784,"[(5305, 7415, 8384, 9038), (6240, 7070, 3565, 5979)]",1116.0,fast_thinking,470834.0,SubTSP‑470784
1719.82,470774,"[(5853, 6461, 5292, 5884), (3921, 4352, 7083, 10595)]",540.0,reasoning,470834.0,SubTSP‑470784
1734.75,470767,"[(6303, 7816, 4762, 9717), (3755, 4680, 10636, 10857)]",599.0,fast_thinking,470822.0,SubTSP‑470774
1758.38,470726,"[(7627, 8107, 2854, 6721), (6218, 7738, 4383, 7330)]",1061.0,reasoning,470784.0,SubTSP‑470767
1774.61,470713,"[(3059, 3087, 3160, 5436), (6471, 7640, 3796, 6382)]",901.0,fast_thinking,470784.0,SubTSP‑470726
1784.96,470713,"[(6865, 7378, 3667, 10449), (4386, 7719, 6037, 6640)]",736.0,fast_thinking,470774.0,SubTSP‑470713
1786.02,470713,"[(8103, 8205, 5039, 9479)]",1.0,reasoning,470726.0,SubTSP‑470713
1799.82,470713,"[(4572, 4597, 4622, 5759), (3546, 6740, 10517, 10915)]",184.0,reasoning,470713.0,SubTSP‑470713
1824.65,470667,"[(3781, 7182, 3470, 3916)]",768.0,fast_thinking,470713.0,SubTSP‑470713
1833.04,470667,"[(5477, 7194, 9827, 9867), (5413, 5521, 6990, 9243)]",157.0,reasoning,470713.0,SubTSP‑470667
1836.66,470667,"[(4099, 4471, 9245, 9918), (4370, 4696, 7117, 7437)]",71.0,fast_thinking,470713.0,SubTSP‑470667
1866.39,470663,"[(6517, 7184, 3792, 10871)]",576.0,fast_thinking,470667.0,SubTSP‑470667
1876.29,470663,"[(4585, 5888, 10152, 10499), (5953, 7672, 5130, 7911)]",759.0,reasoning,470667.0,SubTSP‑470663
1887.42,470660,"[(6428, 8446, 4874, 7753)]",395.0,fast_thinking,470667.0,SubTSP‑470663
1907.06,470601,"[(3633, 4228, 6569, 10232)]",778.0,reasoning,470663.0,SubTSP‑470660
1918.98,470592,"[(5980, 7395, 4445, 4888), (4587, 5735, 6130, 7326)]",791.0,fast_thinking,470663.0,SubTSP‑470601
1926.7,470592,"[(7573, 8526, 3413, 4862), (6460, 7015, 3913, 4085)]",423.0,reasoning,470601.0,SubTSP‑470592
1937.57,470589,"[(6945, 7437, 4069, 10846)]",282.0,fast_thinking,470592.0,SubTSP‑470592
1957.77,470538,"[(3810, 4994, 5523, 6313), (7327, 8198, 3546, 4711)]",1307.0,reasoning,470592.0,SubTSP‑470589
1962.51,470538,"[(5156, 5747, 4685, 4923), (6819, 8022, 5052, 5255)]",109.0,reasoning,470589.0,SubTSP‑470538
1971.78,470538,"[(4405, 4897, 5698, 7166), (4566, 6288, 10359, 10956)]",556.0,reasoning,470538.0,SubTSP‑470538
2015.75,470527,"[(7507, 8061, 3660, 6506), (7010, 7559, 2957, 8750)]",801.0,fast_thinking,470538.0,SubTSP‑470538
2018.72,470527,"[(6863, 8231, 3756, 5090), (3074, 3396, 7288, 7875)]",601.0,reasoning,470538.0,SubTSP‑470527
2039.26,470527,"[(6251, 7190, 7973, 10773), (4403, 5417, 8914, 10793)]",838.0,fast_thinking,470527.0,SubTSP‑470527
2052.19,470526,"[(5106, 6748, 9810, 10431)]",472.0,reasoning,470527.0,SubTSP‑470527
2081.64,470509,"[(3850, 4718, 7044, 9855)]",806.0,fast_thinking,470527.0,SubTSP‑470526
2102.14,470477,"[(5586, 7908, 8529, 8748), (5307, 6034, 3048, 5452)]",999.0,reasoning,470527.0,SubTSP‑470509
2110.55,470419,"[(4019, 4991, 7099, 9526), (7026, 8071, 4816, 5866)]",993.0,reasoning,470509.0,SubTSP‑470477
2127.66,470416,"[(5714, 6571, 9582, 10780), (6870, 8139, 3880, 7001)]",892.0,fast_thinking,470509.0,SubTSP‑470419
2140.69,470416,"[(5533, 5688, 9255, 9930), (5107, 5240, 8768, 9455)]",143.0,reasoning,470419.0,SubTSP‑470416
2142.76,470416,"[(8126, 8426, 3138, 6288), (3085, 4590, 2823, 3172)]",220.0,fast_thinking,470416.0,SubTSP‑470416
2163.8,470416,"[(5710, 7059, 5678, 7897), (6266, 7913, 5188, 9270)]",731.0,fast_thinking,470416.0,SubTSP‑470416
2182.27,470345,"[(3066, 3491, 4306, 10267)]",918.0,fast_thinking,470416.0,SubTSP‑470416
2183.18,470345,"[(5208, 5310, 8637, 9048), (6306, 6527, 4867, 5447)]",87.0,reasoning,470416.0,SubTSP‑470345
2198.64,470345,"[(6929, 8358, 5459, 10248), (5460, 5775, 7981, 8031)]",107.0,reasoning,470345.0,SubTSP‑470345
2216.64,470344,"[(5660, 7933, 5191, 7133), (5434, 6462, 4837, 5990)]",798.0,fast_thinking,470345.0,SubTSP‑470345
2232.11,470344,"[(3800, 6618, 7081, 7752), (3976, 5524, 10016, 10792)]",1041.0,fast_thinking,470345.0,SubTSP‑470344
2239.14,470344,"[(5562, 6048, 7572, 8881), (6426, 8367, 9557, 10869)]",283.0,fast_thinking,470344.0,SubTSP‑470344
2255.72,470344,"[(5704, 8041, 9153, 9928), (7062, 8203, 3521, 4371)]",758.0,reasoning,470344.0,SubTSP‑470344
2261.65,470344,"[(8071, 8227, 4588, 8575)]",1.0,fast_thinking,470344.0,SubTSP‑470344
2268.23,470344,"[(3822, 4309, 9589, 10641)]",2.0,reasoning,470344.0,SubTSP‑470344
2282.86,470344,"[(3673, 3695, 3748, 5790), (5505, 5708, 5086, 5735)]",87.0,fast_thinking,470344.0,SubTSP‑470344
2289.47,470344,"[(5414, 5643, 8169, 8229), (7167, 8409, 6932, 9875)]",31.0,reasoning,470344.0,SubTSP‑470344
2298.39,470344,"[(4397, 4805, 6102, 10013), (5759, 6384, 5469, 7568)]",709.0,reasoning,470344.0,SubTSP‑470344
2311.67,470344,"[(3833, 4871, 5591, 5645), (7358, 8186, 5865, 9729)]",79.0,reasoning,470344.0,SubTSP‑470344
2313.05,470344,"[(2951, 6767, 8958, 9291), (5362, 5493, 4966, 7389)]",527.0,fast_thinking,470344.0,SubTSP‑470344
2338.31,470334,"[(5340, 8157, 9278, 10761)]",868.0,reasoning,470344.0,SubTSP‑470344
2340.92,470334,"[(6300, 7148, 5925, 7352)]",2.0,reasoning,470344.0,SubTSP‑470334
2383.36,470279,"[(3832, 4012, 2457, 5697)]",353.0,fast_thinking,470334.0,SubTSP‑470334
2411.55,470279,"[(7922, 8145, 7440, 10539), (6642, 8412, 5077, 6452)]",245.0,fast_thinking,470279.0,SubTSP‑470279
2434.69,470239,"[(3253, 4198, 6339, 8115)]",981.0,fast_thinking,470279.0,SubTSP‑470279
2435.73,470239,"[(6401, 8008, 6834, 10336), (6217, 6428, 5816, 10899)]",163.0,reasoning,470279.0,SubTSP‑470239
2445.8,470222,"[(3939, 5324, 8149, 9024), (8383, 8555, 3355, 8051)]",456.0,fast_thinking,470279.0,SubTSP‑470239
2490.75,470222,"[(7159, 7389, 4405, 6746), (6692, 7642, 3734, 5582)]",734.0,fast_thinking,470222.0,SubTSP‑470222
2513.3,470211,"[(6906, 7797, 2790, 7803), (7618, 8529, 2803, 6787)]",1228.0,reasoning,470222.0,SubTSP‑470222
2514.98,470211,"[(6548, 7559, 8386, 8694)]",2.0,reasoning,470222.0,SubTSP‑470211
2542.95,470211,"[(5239, 5543, 5182, 6682), (3902, 7888, 9417, 9711)]",503.0,reasoning,470211.0,SubTSP‑470211
2549.67,470211,"[(7760, 8254, 3911, 4373), (3905, 4081, 5887, 6044)]",138.0,fast_thinking,470211.0,SubTSP‑470211
2561.08,470211,"[(3322, 7880, 9945, 10360), (5305, 5956, 9623, 10857)]",902.0,reasoning,470211.0,SubTSP‑470211
2565.89,470211,"[(4959, 5154, 10429, 10430)]",2.0,fast_thinking,470211.0,SubTSP‑470211
2585.3,470201,"[(4690, 5263, 5048, 7277)]",648.0,reasoning,470211.0,SubTSP‑470211
2617.1,470200,"[(5746, 8407, 6794, 9813)]",816.0,reasoning,470201.0,SubTSP‑470201
2626.52,470200,"[(5653, 5697, 5954, 7446), (5669, 7254, 5563, 9095)]",819.0,reasoning,470201.0,SubTSP‑470200
2655.2,470191,"[(6983, 8445, 7535, 10040), (5294, 8160, 8496, 9954)]",946.0,fast_thinking,470200.0,SubTSP‑470200
2675.67,470143,"[(3720, 6914, 3307, 3646)]",582.0,fast_thinking,470191.0,SubTSP‑470191
2682.77,470143,"[(4808, 7984, 9970, 10212), (7516, 8550, 6725, 8925)]",285.0,fast_thinking,470191.0,SubTSP‑470143
2691.49,470143,"[(7543, 8476, 7221, 8911), (5821, 8351, 4970, 5539)]",434.0,fast_thinking,470143.0,SubTSP‑470143
2708.19,470143,"[(6189, 6396, 6201, 10490), (5628, 7682, 8894, 10826)]",796.0,reasoning,470143.0,SubTSP‑470143
2715.2,470143,"[(6756, 6863, 5702, 7927), (5713, 5953, 4347, 4504)]",18.0,fast_thinking,470143.0,SubTSP‑470143
2719.42,470143,"[(7722, 7971, 3416, 7095), (4959, 7987, 10566, 10815)]",199.0,reasoning,470143.0,SubTSP‑470143
2727.75,470143,"[(3867, 7830, 9375, 9688), (4652, 4870, 9836, 10563)]",395.0,reasoning,470143.0,SubTSP‑470143
2752.61,470143,"[(5763, 6178, 7459, 9046), (5553, 5741, 3067, 7101)]",655.0,reasoning,470143.0,SubTSP‑470143
2770.45,470123,"[(6441, 7954, 4309, 9448)]",713.0,reasoning,470143.0,SubTSP‑470143
2778.09,470123,"[(6054, 8493, 6585, 8262), (5719, 5915, 9223, 9771)]",238.0,reasoning,470143.0,SubTSP‑470123
2792.89,470123,"[(5743, 7158, 9783, 10200), (7261, 8471, 5377, 10199)]",164.0,fast_thinking,470123.0,SubTSP‑470123
2795.77,470123,"[(8096, 8390, 4567, 9555)]",1.0,reasoning,470123.0,SubTSP‑470123
2823.93,470113,"[(7207, 8076, 3739, 6913), (5564, 8536, 8812, 9850)]",987.0,fast_thinking,470123.0,SubTSP‑470123
2841.54,470113,"[(6193, 6223, 7317, 10461), (4186, 4929, 9134, 9797)]",135.0,fast_thinking,470123.0,SubTSP‑470113
2868.9,470113,"[(7875, 7876, 2517, 9389)]",1.0,reasoning,470113.0,SubTSP‑470113
2873.23,470111,"[(4150, 4447, 5584, 6039), (5399, 8249, 8389, 9071)]",440.0,reasoning,470113.0,SubTSP‑470113
2893.32,470111,"[(8064, 8214, 3239, 4525), (3720, 5389, 6128, 6971)]",807.0,fast_thinking,470113.0,SubTSP‑470111
2948.83,470111,"[(5572, 5998, 9159, 9266), (5161, 6208, 8564, 10001)]",1005.0,fast_thinking,470111.0,SubTSP‑470111
2954.03,470111,"[(3506, 6506, 10407, 10956), (7015, 7052, 2809, 9626)]",262.0,fast_thinking,470111.0,SubTSP‑470111
2981.54,470111,"[(2956, 4429, 8693, 10500), (4840, 5327, 9707, 10275)]",439.0,reasoning,470111.0,SubTSP‑470111
2996.79,470111,"[(4649, 8504, 10821, 10860)]",1.0,reasoning,470111.0,SubTSP‑470111
