latency,new_obj,coords,num_nodes_removed,llm_mode,global_solution_version,process_name
502.1,23383904,"[(62793, 188379, 0, 594797), (313965, 502344, 0, 594797)]",1098.0,reasoning,23385589.0,SubTSP‑23383904
570.62,23381964,"[(584000, 615000, 54000, 490000), (581765, 590975, 5408, 340662)]",1032.0,fast_thinking,23383904.0,SubTSP‑23383904
596.0,23378844,"[(18844, 552399, 207191, 337192)]",929.0,fast_thinking,23383904.0,SubTSP‑23381964
621.39,23378844,"[(382934, 419785, 394209, 506390), (565200, 584000, 54000, 490000)]",509.0,fast_thinking,23381964.0,SubTSP‑23378844
667.66,23378844,"[(586000, 622000, 90000, 305000)]",518.0,fast_thinking,23378844.0,SubTSP‑23378844
697.8,23378844,"[(125586, 313965, 0, 594797), (313966, 565137, 0, 594797)]",1230.0,reasoning,23378844.0,SubTSP‑23378844
744.51,23375519,"[(43000, 62790, 0, 540730)]",609.0,fast_thinking,23378844.0,SubTSP‑23378844
770.51,23371570,"[(0, 13000, 0, 270365), (310032, 598588, 479721, 495936)]",644.0,fast_thinking,23378844.0,SubTSP‑23375519
812.06,23369251,"[(62792, 125586, 0, 594797), (580001, 582399, 0, 59479), (585601, 628600, 0, 59479)]",524.0,reasoning,23378844.0,SubTSP‑23371570
869.85,23358482,"[(590000, 615000, 54000, 490000), (58000, 125000, 0, 540730)]",756.0,fast_thinking,23371570.0,SubTSP‑23369251
942.6,23356824,"[(577760, 609160, 0, 54073), (36750, 43150, 58000, 524000)]",888.0,fast_thinking,23369251.0,SubTSP‑23358482
1098.13,23356462,"[(616000, 627000, 100000, 450000)]",749.0,reasoning,23356824.0,SubTSP‑23356824
1120.76,23356462,"[(125586, 370000, 0, 594797), (370000, 565137, 0, 594797)]",1230.0,reasoning,23356824.0,SubTSP‑23356462
1122.53,23356280,"[(565200, 577760, 54073, 490000), (0, 13000, 0, 270365)]",716.0,fast_thinking,23356824.0,SubTSP‑23356462
1159.14,23356280,"[(0, 62792, 378511, 594797), (565137, 627930, 378511, 594797)]",1735.0,reasoning,23356462.0,SubTSP‑23356280
1209.12,23356280,"[(1822, 5172, 284705, 327761), (565200, 577000, 0, 380000)]",123.0,reasoning,23356280.0,SubTSP‑23356280
1395.53,23356018,"[(21392, 55868, 359609, 454542)]",300.0,fast_thinking,23356280.0,SubTSP‑23356280
1401.93,23356018,"[(410000, 565137, 207191, 337192), (558858, 565000, 0, 356881)]",282.0,reasoning,23356280.0,SubTSP‑23356018
1480.82,23356018,"[(6000, 42000, 100000, 300000), (582400, 585200, 54000, 540000)]",853.0,reasoning,23356018.0,SubTSP‑23356018
1533.22,23355149,"[(313965, 502344, 324438, 540730)]",128.0,reasoning,23356018.0,SubTSP‑23356018
1579.82,23355149,"[(40000, 63000, 0, 378520), (584040, 609160, 97000, 389328)]",1244.0,fast_thinking,23356280.0,SubTSP‑23355149
1591.96,23343621,"[(0, 690717, 0, 54072)]",514.0,reasoning,23355149.0,SubTSP‑23355149
1661.78,23343171,"[(60000, 75978, 178440, 356880), (598600, 634209, 480000, 654276)]",221.0,reasoning,23355149.0,SubTSP‑23343621
1744.33,23340922,"[(12000, 54000, 70000, 300000)]",821.0,fast_thinking,23343621.0,SubTSP‑23343171
1777.96,23340922,"[(56000, 69071, 0, 648869), (602784, 615342, 54073, 540730)]",323.0,reasoning,23343171.0,SubTSP‑23340922
1790.63,23340884,"[(2300, 14000, 5408, 150000), (584660, 592200, 80000, 390000)]",680.0,fast_thinking,23343171.0,SubTSP‑23340922
1821.26,23340884,"[(4660, 108607, 474357, 540427), (459580, 548666, 162107, 196635)]",281.0,fast_thinking,23340922.0,SubTSP‑23340884
1880.81,23340884,"[(314638, 438481, 292141, 439361), (3440, 11000, 0, 540000)]",640.0,fast_thinking,23340884.0,SubTSP‑23340884
2202.21,23340884,"[(0, 6000, 150000, 378000), (600000, 620000, 321192, 428256)]",322.0,reasoning,23340884.0,SubTSP‑23340884
2289.01,23339706,"[(0, 62792, 270365, 378511)]",607.0,reasoning,23340884.0,SubTSP‑23340884
2327.05,23339706,"[(447894, 500458, 183490, 494897), (12000, 54000, 70000, 300000)]",993.0,fast_thinking,23340884.0,SubTSP‑23339706
2332.06,23339706,"[(13109, 29576, 106601, 263617), (578000, 583999, 490001, 535320)]",118.0,reasoning,23340884.0,SubTSP‑23339706
2466.09,23339706,"[(0, 69071, 70000, 118960), (0, 690717, 486657, 594797)]",940.0,reasoning,23339706.0,SubTSP‑23339706
2477.72,23327271,"[(6500, 43000, 54072, 270365)]",782.0,fast_thinking,23339706.0,SubTSP‑23339706
2486.49,23327271,"[(125586, 565137, 0, 54072), (125586, 565137, 486657, 540730)]",157.0,reasoning,23339706.0,SubTSP‑23327271
2523.15,23325613,"[(6500, 43000, 54072, 270365)]",782.0,reasoning,23327271.0,SubTSP‑23327271
2561.73,23324227,"[(6000, 43000, 54072, 270365), (269687, 471940, 268293, 454392)]",917.0,fast_thinking,23339706.0,SubTSP‑23325613
2603.17,23322524,"[(0, 9000, 290000, 540000), (36000, 43000, 290000, 540000), (558858, 571720, 270370, 540740)]",909.0,reasoning,23327271.0,SubTSP‑23324227
2613.46,23322524,"[(188379, 439551, 108146, 432584), (62793, 565137, 0, 108146)]",327.0,reasoning,23324227.0,SubTSP‑23322524
2646.62,23322524,"[(618419, 624096, 153945, 425610), (6000, 43000, 54072, 270365)]",1163.0,fast_thinking,23324227.0,SubTSP‑23322524
2657.61,23321718,"[(615000, 634209, 270000, 540740)]",710.0,reasoning,23322524.0,SubTSP‑23322524
2696.14,23321718,"[(565200, 584000, 54000, 378000), (6000, 43000, 54072, 270365)]",1147.0,fast_thinking,23322524.0,SubTSP‑23321718
2781.02,23321718,"[(590000, 620000, 0, 380000), (19980, 51118, 301717, 372895)]",719.0,fast_thinking,23321718.0,SubTSP‑23321718
2799.83,23321718,"[(584000, 615000, 0, 54000), (6000, 43000, 54072, 270365)]",845.0,fast_thinking,23321718.0,SubTSP‑23321718
2819.12,23321718,"[(125586, 188379, 0, 594797), (251172, 313965, 0, 594797)]",380.0,reasoning,23321718.0,SubTSP‑23321718
2831.7,23321718,"[(559620, 622594, 396823, 408191), (611870, 618596, 134929, 177532)]",48.0,fast_thinking,23321718.0,SubTSP‑23321718
2939.4,23321718,"[(571480, 602880, 37851, 264964), (6000, 43000, 54072, 270365)]",1256.0,fast_thinking,23321718.0,SubTSP‑23321718
2944.53,23320778,"[(0, 60000, 116802, 194670)]",506.0,reasoning,23321718.0,SubTSP‑23321718
